name,link,color,total_games,eco,last_played,performance,avg_player,p_wins,p_draws,p_loses,moves
"Pterodactyl Defense, Sicilian, Benoni Gambit","https://old.chesstempo.com/gamedb/opening/135","white",18,"B06","02-05-2019","2374","2287",0.5,0.167,0.333,"1.e4 g6 2.d4 Ag7 3.Cc3 c5 4.Cf3 Da5 5.d5"
"Pterodactyl Defense, Sicilian, Pteronodon","https://old.chesstempo.com/gamedb/opening/2805","white",18,"B06","01-04-2018","2384","2313",0.389,0.278,0.333,"1.e4 g6 2.d4 Ag7 3.Cc3 c5 4.dxc5 Axc3+ 5.bxc3 Da5 6.Cf3"
"Pterodactyl Defense, Sicilian, Rhamporhynchus","https://old.chesstempo.com/gamedb/opening/10","white",117,"B06","13-07-2019","2360","2273",0.496,0.231,0.274,"1.e4 g6 2.d4 Ag7 3.Cc3 c5 4.Cf3 Da5 5.dxc5"
"Pterodactyl Defense, Sicilian, Unpin","https://old.chesstempo.com/gamedb/opening/76","white",16,"B06","07-07-2018","2109","2137",0.188,0.375,0.438,"1.e4 g6 2.d4 Ag7 3.Cc3 c5 4.Cf3 Da5 5.Ad2"
"Queen Pawn Game, Barry Attack, Gruenfeld Variation","https://old.chesstempo.com/gamedb/opening/1570","white",1499,"D02","26-02-2021","2290","2266",0.344,0.323,0.334,"1.d4 Cf6 2.Cf3 g6 3.Cc3 d5 4.Af4 Ag7 5.e3 O-O 6.Ae2"
"Queen Pawn Game, Chandler Gambit","https://old.chesstempo.com/gamedb/opening/1571","white",55,"D02","01-03-2020","2327","2301",0.382,0.309,0.309,"1.d4 d5 2.Cf3 c5 3.g3 cxd4 4.Ag2"
"Queen Pawn Game, Colle System","https://old.chesstempo.com/gamedb/opening/1573","white",4846,"D04","18-03-2021","2072","2062",0.316,0.294,0.39,"1.d4 d5 2.Cf3 Cf6 3.e3"
"Queen Pawn Game, Levitsky Attack","https://old.chesstempo.com/gamedb/opening/1584","white",4768,"D00","30-03-2021","2210","2192",0.432,0.292,0.275,"1.d4 d5 2.Ag5"
"Queen Pawn Game, London System","https://old.chesstempo.com/gamedb/opening/1587","white",14428,"D02","02-04-2021","2074","2050",0.358,0.309,0.333,"1.d4 d5 2.Cf3 Cf6 3.Af4"
"Queen Pawn Game, Mason Attack","https://old.chesstempo.com/gamedb/opening/1588","white",508,"D00","17-03-2021","1871","1864",0.325,0.213,0.463,"1.d4 d5 2.f4"
"Queen Pawn Game, Morris Countergambit","https://old.chesstempo.com/gamedb/opening/1589","white",71,"D00","28-08-2019","2274","2332",0.268,0.268,0.465,"1.d4 d5 2.Af4 c5 3.e4"
"Queen Pawn Game, Sarratt Attack","https://old.chesstempo.com/gamedb/opening/1593","white",10279,"D00","28-03-2021","2073","2052",0.432,0.277,0.29,"1.d4 d5 2.Af4"
"Queen Pawn Game, Stonewall Attack","https://old.chesstempo.com/gamedb/opening/1595","white",1853,"D00","10-03-2021","1967","1953",0.381,0.218,0.401,"1.d4 d5 2.e3 Cf6 3.Ad3"
"Queen Pawn Game, Symmetrical Variation, Pseudo-Catalan","https://old.chesstempo.com/gamedb/opening/1597","white",7202,"D02","01-04-2021","2097","2091",0.325,0.33,0.345,"1.d4 d5 2.Cf3 Cf6 3.g3"
"Queen Pawn Game, Torre Attack","https://old.chesstempo.com/gamedb/opening/1598","white",3263,"D03","20-03-2021","2086","2052",0.422,0.301,0.277,"1.d4 d5 2.Cf3 Cf6 3.Ag5"
"Queen Pawn Game, Veresov Atack, Classical Defense","https://old.chesstempo.com/gamedb/opening/1605","white",428,"D01","21-03-2020","1981","2002",0.329,0.248,0.423,"1.d4 d5 2.Cc3 Cf6 3.Ag5 e6 4.Cf3"
"Queen Pawn Game, Veresov Atack, Richter Variation","https://old.chesstempo.com/gamedb/opening/1608","white",757,"D01","14-02-2020","2164","2168",0.416,0.235,0.349,"1.d4 d5 2.Cc3 Cf6 3.Ag5 Af5 4.f3"
"Queen Pawn Game, Veresov Atack, Veresov Variation","https://old.chesstempo.com/gamedb/opening/1611","white",451,"D01","22-02-2021","2251","2225",0.415,0.313,0.273,"1.d4 d5 2.Cc3 Cf6 3.Ag5 Af5 4.Axf6"
"Queen Pawn Game, Veresov Attack","https://old.chesstempo.com/gamedb/opening/1612","white",2776,"D00","28-03-2021","2060","2061",0.384,0.231,0.384,"1.d4 d5 2.Cc3"
"Queen Pawn Game, Veresov Attack, Two Knights System","https://old.chesstempo.com/gamedb/opening/1614","white",946,"D01","07-11-2020","2243","2217",0.327,0.311,0.363,"1.d4 d5 2.Cc3 Cf6 3.Ag5 Cbd7 4.Cf3"
"Queen Pawn Game, Zukertort Variation","https://old.chesstempo.com/gamedb/opening/1617","white",14021,"D02","28-03-2021","2131","2113",0.384,0.301,0.315,"1.d4 d5 2.Cf3"
"Queen Pawn Opening, General","https://old.chesstempo.com/gamedb/opening/1620","white",1462,"A40","27-03-2021","2089","2064",0.466,0.239,0.296,"1.d4"
"Queen Pawn Opening, Veresov Opening, Richter Attack","https://old.chesstempo.com/gamedb/opening/2859","white",83,"D00","21-11-2020","1899","1996",0.181,0.217,0.602,"1.d4 d5 2.Cc3 Cf6 3.f3"
"Queen's Gambit Accepted, Accelerated Mannheim Variation","https://old.chesstempo.com/gamedb/opening/1623","white",182,"D20","07-12-2019","2001","2001",0.291,0.253,0.456,"1.d4 d5 2.c4 dxc4 3.Da4+"
"Queen's Gambit Accepted, Alekhine Defense, Borisenko-Furman Variation","https://old.chesstempo.com/gamedb/opening/1625","white",134,"D21","17-12-2019","2388","2344",0.373,0.328,0.299,"1.d4 d5 2.c4 dxc4 3.Cf3 a6 4.e4"
"Queen's Gambit Accepted, Bogoljubow Defense","https://old.chesstempo.com/gamedb/opening/1627","white",715,"D24","20-03-2021","2420","2402",0.428,0.288,0.284,"1.d4 d5 2.c4 dxc4 3.Cf3 Cf6 4.Cc3 a6 5.e4"
"Queen's Gambit Accepted, Central Variation, McDonnel Defense, Somov Gambit","https://old.chesstempo.com/gamedb/opening/1630","white",15,"D20","06-08-2019","2039","1882",0.467,0.267,0.267,"1.d4 d5 2.c4 dxc4 3.e4 e5 4.Axc4"
"Queen's Gambit Accepted, Classical Defense, Alekhine System","https://old.chesstempo.com/gamedb/opening/1636","white",384,"D28","18-03-2021","2421","2379",0.427,0.37,0.203,"1.d4 d5 2.c4 dxc4 3.Cf3 Cf6 4.e3 e6 5.Axc4 c5 6.O-O a6 7.De2"
"Queen's Gambit Accepted, Classical Defense, Normal Lines","https://old.chesstempo.com/gamedb/opening/1641","white",135,"D26","24-01-2020","2338","2251",0.63,0.304,0.067,"1.d4 d5 2.c4 dxc4 3.Cf3 Cf6 4.e3 e6 5.Axc4 c5 6.O-O"
"Queen's Gambit Accepted, Classical Defense, Rubinstein Variation","https://old.chesstempo.com/gamedb/opening/1642","white",2493,"D27","25-02-2021","2355","2325",0.338,0.43,0.232,"1.d4 d5 2.c4 dxc4 3.Cf3 Cf6 4.e3 e6 5.Axc4 c5 6.O-O a6 7.a4"
"Queen's Gambit Accepted, Classical Defense, Russian Gambit","https://old.chesstempo.com/gamedb/opening/1643","white",164,"D27","04-11-2018","2462","2411",0.421,0.378,0.201,"1.d4 d5 2.c4 dxc4 3.Cf3 Cf6 4.e3 e6 5.Axc4 c5 6.O-O a6 7.e4"
"Queen's Gambit Accepted, Gunsberg Defense, Prianishenmo Gambit","https://old.chesstempo.com/gamedb/opening/1652","white",325,"D24","05-03-2020","2471","2416",0.421,0.415,0.163,"1.d4 d5 2.c4 dxc4 3.Cc3 c5 4.d5 Cf6 5.Cf3 e6 6.e4 exd5 7.e5"
"Queen's Gambit Accepted, Mannheim Variation","https://old.chesstempo.com/gamedb/opening/1656","white",1052,"D23","21-03-2021","2361","2333",0.398,0.357,0.244,"1.d4 d5 2.c4 dxc4 3.Cf3 Cf6 4.Da4+"
"Queen's Gambit Accepted, Normal Variation","https://old.chesstempo.com/gamedb/opening/1658","white",998,"D25","09-03-2021","2323","2281",0.387,0.334,0.28,"1.d4 d5 2.c4 dxc4 3.Cf3 Cf6 4.e3"
"Queen's Gambit Accepted, Normal Variation","https://old.chesstempo.com/gamedb/opening/1657","white",409,"D21","21-02-2020","2284","2230",0.408,0.269,0.323,"1.d4 d5 2.c4 dxc4 3.Cf3"
"Queen's Gambit Accepted, Old Variation","https://old.chesstempo.com/gamedb/opening/1660","white",3352,"D20","20-03-2021","2274","2227",0.413,0.34,0.246,"1.d4 d5 2.c4 dxc4 3.e3"
"Queen's Gambit Accepted, Old Variation, Billinger Gambit","https://old.chesstempo.com/gamedb/opening/1661","white",6,"D20","01-04-2018","2210","2187",0.5,0.333,0.167,"1.d4 d5 2.c4 dxc4 3.e3 e5 4.Axc4 exd4 5.Db3 De7 6.a3"
"Queen's Gambit Accepted, Old Variation, Christensen Gambit","https://old.chesstempo.com/gamedb/opening/1662","white",8,"D20","31-12-2019","1780","1829",0.125,0.25,0.625,"1.d4 d5 2.c4 dxc4 3.e3 e5 4.Axc4 exd4 5.Db3 De7 6.Cf3"
"Queen's Gambit Accepted, Old Variation, Korchnoi Gambit","https://old.chesstempo.com/gamedb/opening/1663","white",1,"D20","1957","2370","2680",0,1,0,"1.d4 d5 2.c4 dxc4 3.e3 e5 4.Axc4 exd4 5.Db3 De7 6.Rf1"
"Queen's Gambit Accepted, Saduleto Variation","https://old.chesstempo.com/gamedb/opening/1666","white",169,"D20","19-12-2020","1951","1858",0.686,0.13,0.183,"1.d4 d5 2.c4 dxc4 3.e4"
"Queen's Gambit Accepted, Showalter Variation","https://old.chesstempo.com/gamedb/opening/1667","white",1179,"D24","14-11-2020","2214","2200",0.363,0.273,0.364,"1.d4 d5 2.c4 dxc4 3.Cf3 Cf6 4.Cc3"
"Queen's Gambit Declined, Alekhine Variation","https://old.chesstempo.com/gamedb/opening/1672","white",76,"D51","06-01-2019","2066","2049",0.395,0.171,0.434,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Cbd7 5.Cf3 c6 6.e4"
"Queen's Gambit Declined, Anti-Tartakower Variation","https://old.chesstempo.com/gamedb/opening/1673","white",922,"D55","22-01-2021","2385","2367",0.397,0.397,0.206,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 h6 7.Axf6"
"Queen's Gambit Declined, Anti-Tartakower Variation, Petrosian Variation","https://old.chesstempo.com/gamedb/opening/1674","white",660,"D55","12-04-2020","2501","2449",0.244,0.677,0.079,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 h6 7.Axf6 Axf6 8.Tc1 c6 9.Ad3 Cd7 10.O-O dxc4 11.Axc4"
"Queen's Gambit Declined, Capablanca Variation","https://old.chesstempo.com/gamedb/opening/1678","white",170,"D30","15-01-2020","2441","2379",0.482,0.329,0.188,"1.d4 d5 2.c4 e6 3.Cf3 Cf6 4.Ag5 Cbd7 5.e3 c6 6.Cbd2"
"Queen's Gambit Declined, Exchange Variation","https://old.chesstempo.com/gamedb/opening/1680","white",1890,"D35","28-03-2021","2215","2186",0.429,0.342,0.229,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.cxd5"
"Queen's Gambit Declined, Exchange Variation, Positional Variation","https://old.chesstempo.com/gamedb/opening/1682","white",12642,"D35","01-04-2021","2230","2196",0.525,0.284,0.19,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.cxd5 exd5 5.Ag5"
"Queen's Gambit Declined, Exchange Variation, Reshevsky Variation","https://old.chesstempo.com/gamedb/opening/1683","white",2172,"D36","20-03-2021","2288","2242",0.453,0.32,0.227,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.cxd5 exd5 5.Ag5 c6 6.Dc2"
"Queen's Gambit Declined, Exchange Variation, Saemisch Variation","https://old.chesstempo.com/gamedb/opening/1684","white",662,"D35","17-01-2021","2468","2424",0.43,0.372,0.198,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.cxd5 exd5 5.Cf3 Cbd7 6.Af4"
"Queen's Gambit Declined, Harrwitz Attack","https://old.chesstempo.com/gamedb/opening/1686","white",2900,"D37","16-03-2021","2293","2276",0.493,0.316,0.191,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3 Ae7 5.Af4"
"Queen's Gambit Declined, Harrwitz Attack","https://old.chesstempo.com/gamedb/opening/1687","white",680,"D35","15-03-2021","1990","1955",0.479,0.259,0.262,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Af4"
"Queen's Gambit Declined, Harrwitz Attack, Main Line, New Main Line","https://old.chesstempo.com/gamedb/opening/1690","white",332,"D37","18-08-2019","2495","2454",0.431,0.34,0.229,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3 Ae7 5.Af4 O-O 6.e3 c5 7.dxc5 Axc5 8.Dc2 Cc6 9.a3 Da5 10.O-O-O"
"Queen's Gambit Declined, Harrwitz Attack, Main Line, Old Main Line","https://old.chesstempo.com/gamedb/opening/1691","white",447,"D37","05-01-2021","2512","2459",0.4,0.425,0.174,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3 Ae7 5.Af4 O-O 6.e3 c5 7.dxc5 Axc5 8.Dc2 Cc6 9.a3 Da5 10.Td1"
"Queen's Gambit Declined, Harrwitz Attack, Two Knights Defense, Blockade Line","https://old.chesstempo.com/gamedb/opening/1694","white",774,"D37","17-03-2021","2524","2480",0.37,0.483,0.147,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3 Ae7 5.Af4 O-O 6.e3 Cbd7 7.c5"
"Queen's Gambit Declined, Hastings Variation","https://old.chesstempo.com/gamedb/opening/1695","white",512,"D30","03-03-2020","2501","2452",0.375,0.404,0.221,"1.d4 d5 2.c4 e6 3.Cf3 Cf6 4.Ag5 h6 5.Axf6 Dxf6 6.Cc3 c6 7.Db3"
"Queen's Gambit Declined, Lasker Defense, Main Line","https://old.chesstempo.com/gamedb/opening/1701","white",346,"D57","12-12-2020","2344","2308",0.338,0.491,0.171,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 h6 7.Ah4 Ce4 8.Axe7 Dxe7 9.cxd5 Cxc3 10.bxc3"
"Queen's Gambit Declined, Lasker Defense, Teichmann Variation","https://old.chesstempo.com/gamedb/opening/1702","white",562,"D56","18-10-2020","2380","2356",0.267,0.594,0.139,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 h6 7.Ah4 Ce4 8.Axe7 Dxe7 9.Dc2"
"Queen's Gambit Declined, Miles Variation, Dzhindzhi Attack","https://old.chesstempo.com/gamedb/opening/2843","white",572,"D53","04-09-2020","2416","2383",0.504,0.294,0.203,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.Cf3 O-O 6.Dc2"
"Queen's Gambit Declined, Modern Variation","https://old.chesstempo.com/gamedb/opening/1707","white",6219,"D50","14-03-2021","2158","2119",0.478,0.295,0.227,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5"
"Queen's Gambit Declined, Modern Variation, Heral Variation","https://old.chesstempo.com/gamedb/opening/1708","white",54,"D53","06-12-2019","1645","1693",0.315,0.167,0.519,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.Axf6"
"Queen's Gambit Declined, Modern Variation, Normal Line","https://old.chesstempo.com/gamedb/opening/1709","white",3155,"D55","12-03-2021","2177","2145",0.437,0.335,0.228,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3"
"Queen's Gambit Declined, Modern, Knight Defense","https://old.chesstempo.com/gamedb/opening/1706","white",438,"D51","11-03-2021","2248","2187",0.505,0.311,0.185,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Cbd7 5.e3"
"Queen's Gambit Declined, Neo-Orthodox Variation","https://old.chesstempo.com/gamedb/opening/1710","white",251,"D54","17-07-2020","2481","2412",0.45,0.398,0.151,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Tc1"
"Queen's Gambit Declined, Neo-Orthodox Variation, Main Line","https://old.chesstempo.com/gamedb/opening/1712","white",891,"D55","09-03-2021","2210","2186",0.401,0.398,0.201,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 h6 7.Ah4"
"Queen's Gambit Declined, Orthodox Defense, Alekhine Variation","https://old.chesstempo.com/gamedb/opening/1715","white",316,"D67","01-07-2016","2508","2434",0.396,0.535,0.07,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1 c6 8.Ad3 dxc4 9.Axc4 Cd5 10.Axe7 Dxe7 11.Ce4"
"Queen's Gambit Declined, Orthodox Defense, Botvinnik Variation","https://old.chesstempo.com/gamedb/opening/1716","white",1433,"D60","01-12-2020","2107","2068",0.401,0.316,0.283,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Ad3"
"Queen's Gambit Declined, Orthodox Defense, Capablanca Variation","https://old.chesstempo.com/gamedb/opening/1718","white",35,"D63","03-02-2017","2456","2399",0.457,0.343,0.2,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1 b6 8.cxd5 exd5 9.Ab5"
"Queen's Gambit Declined, Orthodox Defense, Classical Variation","https://old.chesstempo.com/gamedb/opening/1721","white",37,"D68","23-05-2015","2431","2403",0.46,0.351,0.189,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1 c6 8.Ad3 dxc4 9.Axc4 Cd5 10.Axe7 Dxe7 11.O-O Cxc3 12.Txc3 e5 13.Db1"
"Queen's Gambit Declined, Orthodox Defense, Classical Variation","https://old.chesstempo.com/gamedb/opening/1722","white",224,"D69","18-03-2021","2335","2292",0.241,0.656,0.103,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1 c6 8.Ad3 dxc4 9.Axc4 Cd5 10.Axe7 Dxe7 11.O-O Cxc3 12.Txc3 e5 13.dxe5 Cxe5 14.Cxe5"
"Queen's Gambit Declined, Orthodox Defense, Classical Variation","https://old.chesstempo.com/gamedb/opening/1720","white",194,"D68","21-08-2018","2482","2385",0.495,0.387,0.119,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1 c6 8.Ad3 dxc4 9.Axc4 Cd5 10.Axe7 Dxe7 11.O-O Cxc3 12.Txc3 e5 13.Dc2"
"Queen's Gambit Declined, Orthodox Defense, Janowski Variation","https://old.chesstempo.com/gamedb/opening/1725","white",22,"D67","01-02-2005","2451","2420",0.409,0.273,0.318,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1 c6 8.Ad3 dxc4 9.Axc4 Cd5 10.h4"
"Queen's Gambit Declined, Orthodox Defense, Main Line","https://old.chesstempo.com/gamedb/opening/1728","white",299,"D67","10-03-2020","2291","2267",0.395,0.438,0.167,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1 c6 8.Ad3 dxc4 9.Axc4 Cd5 10.Axe7 Dxe7 11.O-O"
"Queen's Gambit Declined, Orthodox Defense, Main Line","https://old.chesstempo.com/gamedb/opening/1727","white",841,"D63","12-12-2020","2362","2314",0.436,0.383,0.181,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1"
"Queen's Gambit Declined, Orthodox Defense, Pillsbury Variation","https://old.chesstempo.com/gamedb/opening/1729","white",180,"D63","17-10-2020","2279","2229",0.572,0.211,0.217,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1 b6 8.cxd5 exd5 9.Ad3"
"Queen's Gambit Declined, Orthodox Defense, Rauzer Variation","https://old.chesstempo.com/gamedb/opening/1730","white",49,"D60","13-12-2020","2336","2315",0.367,0.449,0.184,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Db3"
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Attack","https://old.chesstempo.com/gamedb/opening/1732","white",50,"D65","22-04-2019","2499","2438",0.42,0.4,0.18,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1 c6 8.Dc2 a6 9.cxd5"
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Attack","https://old.chesstempo.com/gamedb/opening/1734","white",83,"D64","28-07-2016","2507","2437",0.422,0.41,0.169,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Tc1 c6 8.Dc2 a6 9.a3"
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation","https://old.chesstempo.com/gamedb/opening/1735","white",1806,"D61","20-03-2021","2354","2304",0.497,0.321,0.182,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Dc2"
"Queen's Gambit Declined, Orthodox Defense, Rubinstein Variation, Flohr Line","https://old.chesstempo.com/gamedb/opening/2831","white",342,"D62","27-09-2019","2467","2432",0.31,0.553,0.137,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 Cbd7 7.Dc2 c5 8.cxd5"
"Queen's Gambit Declined, Pillsbury Attack","https://old.chesstempo.com/gamedb/opening/1736","white",30,"D55","10-08-2019","2310","2319",0.5,0.267,0.233,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 Ae7 5.e3 O-O 6.Cf3 b6 7.Ad3 Ab7 8.cxd5 exd5 9.Ce5"
"Queen's Gambit Declined, Pseudo-Tarrasch Variation","https://old.chesstempo.com/gamedb/opening/1737","white",229,"D50","19-01-2020","2324","2336",0.389,0.328,0.284,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 c5 5.cxd5"
"Queen's Gambit Declined, Pseudo-Tarrasch Variation, Primitive Pillsbury Variation","https://old.chesstempo.com/gamedb/opening/1739","white",63,"D50","14-07-2019","2216","2238",0.254,0.238,0.508,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Ag5 c5 5.Cf3 cxd4 6.Dxd4"
"Queen's Gambit Declined, Queen's Knight Variation","https://old.chesstempo.com/gamedb/opening/1740","white",3654,"D31","30-03-2021","2258","2206",0.461,0.279,0.26,"1.d4 d5 2.c4 e6 3.Cc3"
"Queen's Gambit Declined, Ragozin Defense, Alekhine Variation","https://old.chesstempo.com/gamedb/opening/1742","white",1606,"D38","29-01-2021","2437","2407",0.388,0.359,0.253,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3 Ab4 5.Da4+"
"Queen's Gambit Declined, Semi-Tarrasch Defense, Exchange Variation","https://old.chesstempo.com/gamedb/opening/1745","white",1836,"D41","21-02-2021","2466","2409",0.344,0.49,0.166,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3 c5 5.cxd5 Cxd5 6.e4"
"Queen's Gambit Declined, Semi-Tarrasch Defense, Main Line","https://old.chesstempo.com/gamedb/opening/1746","white",711,"D42","08-03-2020","2521","2466",0.385,0.468,0.146,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3 c5 5.cxd5 Cxd5 6.e3 Cc6 7.Ad3"
"Queen's Gambit Declined, Semi-Tarrasch Defense, Pillsbury Variation","https://old.chesstempo.com/gamedb/opening/1747","white",288,"D40","07-12-2020","1999","1966",0.434,0.254,0.313,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3 c5 5.Ag5"
"Queen's Gambit Declined, Semi-Tarrasch Defense, Pillsbury Variation","https://old.chesstempo.com/gamedb/opening/1748","white",644,"D41","27-10-2020","2475","2431",0.387,0.421,0.193,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3 c5 5.cxd5 Cxd5 6.e3"
"Queen's Gambit Declined, Tarrasch Defense, Pseudo-Tarrasch, Bishop Attack","https://old.chesstempo.com/gamedb/opening/1752","white",259,"D30","15-12-2019","2494","2421",0.514,0.401,0.085,"1.d4 d5 2.c4 e6 3.Cf3 c5 4.cxd5 exd5 5.Ag5"
"Queen's Gambit Declined, Three Knights Variation, General","https://old.chesstempo.com/gamedb/opening/1755","white",8651,"D37","22-03-2021","2259","2226",0.421,0.354,0.225,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3"
"Queen's Gambit Declined, Traditional Variation","https://old.chesstempo.com/gamedb/opening/1756","white",2792,"D30","14-03-2021","2225","2189",0.428,0.32,0.251,"1.d4 d5 2.c4 e6 3.Cf3 Cf6 4.Ag5"
"Queen's Gambit Declined, Vienna Variation, Quiet Variation","https://old.chesstempo.com/gamedb/opening/1760","white",2163,"D44","23-03-2021","2357","2343",0.26,0.451,0.289,"1.d4 d5 2.c4 e6 3.Cc3 Cf6 4.Cf3 dxc4 5.e3"
"Queen's Gambit Refused, Albin Countergambit, Fianchetto Variation","https://old.chesstempo.com/gamedb/opening/1764","white",668,"D09","19-01-2021","2208","2178",0.422,0.278,0.299,"1.d4 d5 2.c4 e5 3.dxe5 d4 4.Cf3 Cc6 5.g3"
"Queen's Gambit Refused, Albin Countergambit, Modern Line","https://old.chesstempo.com/gamedb/opening/1763","white",360,"D08","12-11-2020","2316","2251",0.539,0.2,0.261,"1.d4 d5 2.c4 e5 3.dxe5 d4 4.Cf3 Cc6 5.Cbd2"
"Queen's Gambit Refused, Albin Countergambit, Normal Line","https://old.chesstempo.com/gamedb/opening/1769","white",1198,"D08","09-02-2021","2114","2091",0.461,0.208,0.331,"1.d4 d5 2.c4 e5 3.dxe5 d4 4.Cf3"
"Queen's Gambit Refused, Baltic Defense, Queen Attack Deferred","https://old.chesstempo.com/gamedb/opening/1780","white",54,"D02","22-03-2021","2018","2008",0.519,0.111,0.37,"1.d4 d5 2.c4 Af5 3.Cc3 e6 4.Db3"
"Queen's Gambit Refused, Baltic Defense, Queen Attack","https://old.chesstempo.com/gamedb/opening/1779","white",112,"D02","27-11-2019","2280","2213",0.509,0.259,0.232,"1.d4 d5 2.c4 Af5 3.Db3"
"Queen's Gambit Refused, Chigorin Defense, Exchange Variation, Costa's Line","https://old.chesstempo.com/gamedb/opening/1785","white",322,"D07","27-09-2020","2363","2323",0.379,0.425,0.196,"1.d4 d5 2.c4 Cc6 3.cxd5 Dxd5 4.e3 e5 5.Cc3 Ab4 6.Ad2 Axc3 7.Axc3 exd4 8.Ce2"
"Queen's Gambit Refused, Chigorin Defense, Janowski Variation","https://old.chesstempo.com/gamedb/opening/1786","white",236,"D07","04-03-2021","2285","2164",0.708,0.148,0.144,"1.d4 d5 2.c4 Cc6 3.Cc3 dxc4 4.Cf3"
"Queen's Gambit Refused, Chigorin Defense, Main Line, Alekhine Variation","https://old.chesstempo.com/gamedb/opening/1789","white",101,"D07","29-02-2020","2462","2368",0.535,0.277,0.188,"1.d4 d5 2.c4 Cc6 3.Cf3 Ag4 4.Da4"
